candidate_id,name,party,age,education
614,Karan Parmar,AAP,73,12th Pass
615,Hredhaan Thaman,Independent,25,PhD
616,Omaja Lad,INC,69,Postgraduate
617,Isaiah Chana,INC,56,Graduate
618,Mason Sarin,BJP,32,12th Pass
619,Yoshita Naidu,BJP,25,Postgraduate
620,Jhalak Chadha,Regional Party,43,Graduate
621,Naksh Pillai,BJP,51,12th Pass
622,Arin Garde,AAP,63,Postgraduate
623,Tarak Ray,INC,31,12th Pass
624,Urvi Shere,Independent,42,PhD
625,Nitesh Vig,Regional Party,31,Graduate
626,Triya More,AAP,32,Postgraduate
627,Ansh Divan,Independent,36,PhD
628,Anvi Chauhan,Independent,67,Postgraduate
629,Owen Tandon,Independent,41,Graduate
630,Jeet Chandra,Independent,27,PhD
631,Lohit Seth,BJP,63,12th Pass
632,Krisha Balan,Independent,52,PhD
633,Turvi Dora,Independent,55,12th Pass
634,Dakshesh Shenoy,Independent,41,Graduate
635,Faraj Palla,INC,70,12th Pass
636,Rachit Lall,Independent,43,Postgraduate
637,Widisha Date,INC,35,PhD
638,Brijesh Shukla,BJP,58,Graduate
639,Timothy Mody,BJP,70,Postgraduate
640,Zayyan Rajagopal,BJP,40,Graduate
641,Hemangini Jain,AAP,61,Postgraduate
642,Aashi Master,Independent,52,Postgraduate
643,Rehaan Patel,INC,70,12th Pass
644,Turvi Malhotra,AAP,74,12th Pass
645,Niharika Dugar,INC,71,12th Pass
646,Darsh Luthra,Independent,43,Postgraduate
647,Madhavi Ganesan,AAP,31,12th Pass
648,Nandini Raghavan,AAP,51,Graduate
649,Abha Handa,BJP,40,Graduate
650,Anvi Kumar,Regional Party,25,Graduate
651,Qushi Kuruvilla,AAP,36,Graduate
652,Kala Bedi,Regional Party,45,Graduate
653,Upkaar Dayal,AAP,61,PhD
654,Qasim Acharya,Regional Party,38,Graduate
655,Anika Manda,AAP,27,Graduate
656,Reyansh Wason,INC,44,Postgraduate
657,Daksha Bakshi,AAP,38,PhD
658,Raksha Wable,Regional Party,39,Postgraduate
659,Viraj Mall,AAP,73,Postgraduate
660,Pahal Hayre,BJP,70,12th Pass
661,Harini Kapadia,Regional Party,34,PhD
662,Ishanvi Gara,Independent,41,Postgraduate
663,Chanchal Gour,INC,46,Graduate
664,Naksh Kannan,Regional Party,63,PhD
665,Wishi Muni,Independent,32,Graduate
666,Krish Suresh,Independent,37,PhD
667,Omkaar Balay,INC,74,Graduate
668,Varsha Suri,Regional Party,52,PhD
669,Imaran Tella,BJP,41,Postgraduate
670,Daksha Hayer,Regional Party,29,12th Pass
671,Balhaar Gala,Regional Party,70,PhD
672,Maya Saini,BJP,55,PhD
673,Tanvi Deol,Independent,48,Postgraduate
674,Ekanta Kaur,INC,45,PhD
675,Nihal Agrawal,Regional Party,49,PhD
676,Samuel Oommen,INC,47,Postgraduate
677,Daksh Radhakrishnan,AAP,47,12th Pass
678,Ekapad Bhandari,Independent,41,Postgraduate
679,Ojas Rege,Regional Party,43,Postgraduate
680,Timothy Sha,Regional Party,43,12th Pass
681,Kiaan Reddy,AAP,55,Graduate
682,Ria Ramaswamy,AAP,59,Graduate
683,Pranav Sibal,BJP,72,12th Pass
684,Harrison Seth,BJP,50,12th Pass
685,Neelima Rama,AAP,57,PhD
686,Tanish Modi,BJP,67,Graduate
687,Ubika Suresh,INC,52,PhD
688,Shravya Wason,Regional Party,45,Graduate
689,Samaksh Babu,BJP,34,Postgraduate
690,Jagrati Ramaswamy,Regional Party,55,PhD
691,Quincy Ravi,INC,73,Postgraduate
692,Ira Singh,Independent,65,Postgraduate
693,Gaurang Modi,BJP,47,Postgraduate
694,Harinakshi Kashyap,AAP,63,Postgraduate
695,Jagvi Lata,INC,74,Postgraduate
696,Ishaan Prabhakar,Regional Party,68,PhD
697,Hritik Kala,BJP,54,Graduate
698,Wakeeta Mukherjee,Regional Party,29,PhD
699,Manbir Sahni,BJP,65,Postgraduate
700,Elijah Raghavan,Regional Party,38,PhD
701,Kabir Agarwal,BJP,72,Postgraduate
702,Mekhala Parmar,Regional Party,50,PhD
703,Krish Nagi,BJP,66,12th Pass
704,Mohini Bala,AAP,50,Postgraduate
705,Chatresh Kala,Regional Party,27,Graduate
706,Sathvik Dayal,Independent,64,Postgraduate
707,Chatresh Jhaveri,Independent,46,PhD
708,Qushi Zachariah,INC,31,12th Pass
709,Nirja Gill,Regional Party,32,12th Pass
710,Aarav Sheth,BJP,62,12th Pass
711,Prisha Apte,Independent,57,Graduate
712,Kashish Agarwal,AAP,71,Postgraduate
713,Pushti Bhat,Independent,66,12th Pass
714,Irya Badami,Regional Party,41,Postgraduate
715,Manthan More,BJP,35,Postgraduate
716,Chakradhar Banerjee,BJP,47,12th Pass
717,Ekalinga Patla,Independent,55,PhD
718,Rachit Sathe,Regional Party,59,Postgraduate
719,Wriddhish Thakkar,Independent,52,12th Pass
720,Anmol Patla,BJP,28,PhD
721,Parth Babu,AAP,55,Graduate
722,Mohammed Chatterjee,Independent,27,PhD
723,Xiti Nigam,AAP,59,12th Pass
724,Barkha Kala,Regional Party,30,PhD
725,Anika Natarajan,Regional Party,44,Postgraduate
726,Quincy Dugar,Regional Party,34,Postgraduate
727,Fitan Parsa,Regional Party,62,Postgraduate
728,Pooja Lad,AAP,67,PhD
729,Oni Dutta,AAP,39,Graduate
730,Advik Pathak,INC,37,PhD
731,Dev Srivastava,BJP,74,Postgraduate
732,Eesha Jaggi,Regional Party,37,Postgraduate
733,Tanvi Varghese,INC,62,PhD
734,Ansh Mishra,Independent,46,Graduate
735,Kai Jani,AAP,68,12th Pass
736,Champak Kurian,BJP,63,12th Pass
737,Oviya Mohanty,Independent,57,Postgraduate
738,Ishani Varty,BJP,36,12th Pass
739,Mohini Trivedi,Independent,64,12th Pass
740,Jagvi Krishnan,Regional Party,67,Postgraduate
741,Hema Mittal,Regional Party,68,Postgraduate
742,Dhriti Dube,BJP,51,Postgraduate
743,Ojasvi Mukhopadhyay,Independent,44,12th Pass
744,Kiaan Dar,AAP,39,Graduate
745,Samaksh Mammen,Regional Party,40,12th Pass
746,Libni Mall,Regional Party,51,12th Pass
747,Reva Sandhu,BJP,70,12th Pass
748,Hema Mistry,INC,47,PhD
749,Ekanta Dugar,Regional Party,60,12th Pass
750,Pratyush Buch,Independent,59,12th Pass
751,Sachi Grover,Regional Party,37,Graduate
752,Rajeshri Rattan,AAP,33,Postgraduate
753,Oni Patel,BJP,69,Graduate
754,Jonathan Keer,Regional Party,66,PhD
755,Hemang Vala,INC,32,PhD
756,Amrita Barad,INC,57,Postgraduate
757,Jeet Devan,AAP,62,12th Pass
758,Champak Menon,INC,28,PhD
759,Januja Dyal,INC,72,Graduate
760,Lohit Arora,BJP,28,Postgraduate
761,Victor Atwal,AAP,45,Postgraduate
762,Anmol Bala,Independent,64,Postgraduate
763,Vansha Bala,Regional Party,29,Graduate
764,Rachit Sheth,BJP,45,12th Pass
765,Tanish Singhal,Regional Party,63,PhD
766,Lila Bora,INC,40,Graduate
767,Jatin Purohit,BJP,44,12th Pass
768,Harish Bansal,INC,44,Graduate
769,Vaishnavi Suri,AAP,42,12th Pass
770,Ayush Chatterjee,Regional Party,52,12th Pass
771,Chaman Lanka,Independent,35,12th Pass
772,Baghyawati Sachdeva,Regional Party,32,12th Pass
773,Abeer Lal,BJP,37,PhD
774,Ikshita Gera,Regional Party,59,Postgraduate
775,Sudiksha Pau,Regional Party,34,PhD
776,Ria Garg,BJP,37,Postgraduate
777,Amrita Pandey,INC,30,Graduate
778,Anusha Thaman,BJP,65,Postgraduate
779,Dayita Anand,BJP,45,PhD
780,Thomas Khosla,Regional Party,27,PhD
781,Oviya Chad,INC,33,Postgraduate
782,Yamini Ravel,INC,54,12th Pass
783,Chavvi Agate,Regional Party,63,Graduate
784,Laban Mall,AAP,52,12th Pass
785,Yahvi Dada,INC,36,PhD
786,Darsh Chacko,INC,38,PhD
787,Sai Dhingra,Independent,53,Postgraduate
788,Faris Sankar,Independent,49,Graduate
789,Anita Raval,BJP,68,Postgraduate
790,Michael Oak,Independent,58,PhD
791,Faras Handa,BJP,34,Graduate
792,Urvashi Ahuja,AAP,36,Graduate
793,Neelima Raghavan,Independent,44,Graduate
794,Chakrika Khare,AAP,28,12th Pass
795,Harini Prasad,INC,47,PhD
796,Udant Dugar,Independent,43,PhD
797,Falguni Vig,Regional Party,61,PhD
798,Siya Keer,Independent,55,PhD
799,Vihaan Bora,Regional Party,58,Graduate
800,Alka Memon,Regional Party,59,Postgraduate
801,Zehaan Choudhary,BJP,46,Graduate
802,Forum Mall,AAP,35,12th Pass
803,Falak Kulkarni,AAP,44,PhD
804,Turvi Bali,AAP,56,Postgraduate
805,Niharika Taneja,Regional Party,63,Postgraduate
806,Manya Venkatesh,BJP,28,Graduate
807,Indira Loyal,BJP,67,Graduate
808,Arunima Lall,AAP,41,PhD
809,Karan Dewan,BJP,41,Graduate
810,Ekaraj Merchant,INC,43,PhD
811,Saksham Rau,Regional Party,52,PhD
812,Yauvani Hans,Independent,57,Graduate
813,Tanveer Kala,INC,63,PhD
814,Ojas Saraf,AAP,71,Postgraduate
815,Hamsini Pandya,INC,51,PhD
816,Pratyush Palla,INC,54,Graduate
817,Odika Narayanan,BJP,55,Graduate
818,Gavin Balay,INC,61,Graduate
819,Amara Wali,AAP,42,12th Pass
820,Damini Nayar,AAP,49,PhD
821,Yug Sankaran,Regional Party,46,Postgraduate
822,Yuvraj Seth,Independent,51,PhD
823,Yuvraj Lal,BJP,31,PhD
824,Jatin Deep,INC,30,Postgraduate
825,Viraj Lad,Regional Party,51,PhD
826,Devansh Chowdhury,INC,44,PhD
827,Aarnav Patel,BJP,31,Postgraduate
828,Ranbir Zacharia,BJP,66,Postgraduate
829,Gaurang Merchant,AAP,64,Graduate
830,Hardik Naik,AAP,70,Graduate
831,Jagvi Choudhary,INC,33,Postgraduate
832,Amol Srivastava,AAP,41,12th Pass
833,Unnati Parmer,Independent,63,12th Pass
834,Jagrati Maharaj,INC,56,Graduate
835,Sudiksha Pandit,Regional Party,40,12th Pass
836,Jonathan Goyal,BJP,40,12th Pass
837,Yachana Bakshi,AAP,73,PhD
838,Hema Jha,Independent,60,Postgraduate
839,Ubika Dhar,Regional Party,44,Graduate
840,Aahana Roy,BJP,46,12th Pass
841,Gagan Gara,AAP,61,12th Pass
842,Hiral Amble,BJP,54,12th Pass
843,Ridhi Sule,INC,39,Postgraduate
844,Gopal Devi,INC,70,12th Pass
845,Ekapad Saraf,Independent,37,PhD
846,Ishanvi Mand,Regional Party,26,12th Pass
847,Meghana Shenoy,AAP,49,Graduate
848,Reyansh Iyengar,AAP,52,PhD
849,Mohammed Chahal,AAP,28,Postgraduate
850,Faraj De,Independent,49,PhD
851,Harita Mutti,BJP,47,PhD
852,Azad Krishnan,Independent,67,PhD
853,Jhalak Das,INC,46,Postgraduate
854,Unnati Pandya,BJP,30,PhD
855,Kamala Tella,AAP,67,12th Pass
856,Yatan Varty,Independent,72,12th Pass
857,Yachana Chaudhari,BJP,63,12th Pass
858,Vihaan Sachdeva,AAP,31,12th Pass
859,Jeremiah Parsa,Regional Party,39,Postgraduate
860,Zilmil Sandal,BJP,38,Graduate
861,Gauri Pant,Independent,44,Graduate
862,Aryan Nayar,AAP,50,PhD
863,Laksh Gaba,INC,38,12th Pass
864,Teerth Seshadri,AAP,53,Postgraduate
865,Vedika Choudhry,AAP,46,12th Pass
866,Brijesh Bera,AAP,36,Postgraduate
867,Ira Baral,Independent,29,12th Pass
868,Vanya Sanghvi,INC,57,Graduate
869,Samarth Bhatnagar,Independent,42,Postgraduate
870,Aayush Pau,Regional Party,33,12th Pass
871,Jagat Karnik,AAP,48,12th Pass
872,Aarav Warrior,INC,58,Postgraduate
873,Bhavna Kamdar,Regional Party,69,Postgraduate
874,Arya Chana,AAP,27,12th Pass
875,Bachittar Kannan,AAP,51,PhD
876,Harinakshi Garde,Independent,26,Graduate
877,Tejas Pillai,Independent,46,Graduate
878,Neha Choudhury,Regional Party,53,Postgraduate
879,Pranav Borah,BJP,71,PhD
880,Kavya Chawla,BJP,25,Postgraduate
881,Widisha Kapoor,BJP,54,Graduate
882,Ishanvi Upadhyay,AAP,35,Postgraduate
883,Yauvani Sarraf,BJP,58,Graduate
884,Charita Keer,AAP,67,Graduate
885,Ladli Mody,AAP,53,PhD
886,Parth Jain,AAP,66,PhD
887,Tanvi Chawla,INC,49,Postgraduate
888,Nitara Munshi,Independent,50,PhD
889,Vihaan Barman,BJP,34,PhD
890,Ranveer Barman,INC,35,Graduate
891,Kashvi Gole,Independent,36,Graduate
892,Krisha Balan,INC,63,PhD
893,Gaurangi Patil,BJP,53,PhD
894,Faraj Brahmbhatt,AAP,44,Graduate
895,Vidhi Nigam,BJP,61,Graduate
896,Amruta Bhatti,Independent,52,Graduate
897,Tara Varty,BJP,52,PhD
898,Hema Narula,Independent,46,12th Pass
899,Meghana Bobal,Independent,54,Graduate
900,Jasmit Taneja,Regional Party,62,12th Pass
901,Christopher Kakar,BJP,60,Postgraduate
902,Imaran Vig,Regional Party,35,Postgraduate
903,Ekta Agate,Independent,59,Graduate
904,Isha Das,INC,62,12th Pass
905,Jackson Mitra,INC,69,Postgraduate
906,Nathan Handa,AAP,61,Graduate
907,Ethan Nanda,Regional Party,62,Postgraduate
908,Raagini Majumdar,BJP,40,PhD
909,Lopa Golla,AAP,43,PhD
910,Tanish Mittal,Independent,44,12th Pass
911,Urvi Natt,AAP,71,12th Pass
912,Nitesh Sachdev,BJP,57,PhD
913,Amruta Apte,AAP,30,PhD
914,Kamya Dua,Independent,62,PhD
915,Faqid Bail,Independent,50,Graduate
916,Timothy Shroff,INC,53,12th Pass
917,Darsh Prabhakar,Regional Party,71,Postgraduate
918,Ganga Vasa,AAP,26,Graduate
919,Kai Pandey,BJP,42,Postgraduate
920,Eiravati Handa,Regional Party,42,Graduate
921,Zayyan Chopra,AAP,61,12th Pass
922,Darika Sami,BJP,33,PhD
923,Urmi Kurian,BJP,58,Postgraduate
924,Pallavi Chadha,INC,42,12th Pass
925,Anika Dyal,Independent,45,Postgraduate
926,Bimala Choudhry,INC,44,PhD
927,Omaja Ravi,INC,40,PhD
928,Wishi Grover,AAP,53,PhD
929,Vrinda Tata,AAP,34,Graduate
930,Amrita Samra,Independent,37,Postgraduate
931,Vyanjana Luthra,BJP,29,12th Pass
932,Christopher Kata,INC,45,PhD
933,Ira Memon,AAP,56,Postgraduate
934,Guneet Mitter,Regional Party,41,PhD
935,Ekapad Kothari,Independent,32,Graduate
936,Wazir Bains,INC,50,12th Pass
937,Yuvraj Basak,BJP,65,Graduate
938,Udant Sankaran,Regional Party,29,12th Pass
939,Nakul Chokshi,Independent,71,Postgraduate
940,Hitesh Prashad,Independent,56,Postgraduate
941,Saanvi Bir,BJP,71,Graduate
942,Nakul Kannan,Regional Party,35,PhD
943,Upma Kapadia,BJP,65,Postgraduate
944,Chaman Patla,BJP,60,Graduate
945,Manan Ganesh,BJP,36,Graduate
946,Panini Pant,Independent,72,PhD
947,Yash Narayan,Independent,45,Graduate
948,Avni Ray,AAP,41,PhD
949,Tanish Barman,INC,43,Graduate
950,Aayush Suri,Regional Party,42,Postgraduate
951,Siddharth Desai,BJP,59,Postgraduate
952,Ansh Mangat,BJP,46,12th Pass
953,Warhi Singh,Independent,72,PhD
954,Wahab Kota,Regional Party,63,PhD
955,Qushi Hans,AAP,43,Postgraduate
956,Aishani Nagy,Regional Party,70,PhD
957,Dakshesh Murty,Regional Party,51,12th Pass
958,Bhavani Deep,INC,25,Graduate
959,Gaurika Ramakrishnan,BJP,45,PhD
960,Fariq Walia,Independent,69,Postgraduate
961,Vritti Palla,Independent,53,Postgraduate
962,Abha Chahal,BJP,61,Graduate
963,Lohit Chander,Regional Party,40,PhD
964,Abeer Guha,Independent,36,12th Pass
965,Kritika Nair,AAP,63,12th Pass
966,Gopal Soman,BJP,73,Postgraduate
967,Noah Sahota,Independent,71,Postgraduate
968,Akshay Sengupta,INC,72,Postgraduate
969,Kashish Arya,AAP,49,Graduate
970,Maya Kala,Independent,35,Postgraduate
971,Jasmit Memon,Regional Party,51,Graduate
972,Ethan Sodhi,AAP,58,Postgraduate
973,Laksh Subramanian,Regional Party,25,Graduate
974,Chaman Parmer,AAP,52,PhD
975,Samaksh Shetty,Independent,28,Postgraduate
976,Imaran Bhatnagar,INC,38,Graduate
977,Ranbir Morar,INC,59,Postgraduate
978,Yamini Virk,Independent,61,PhD
979,Warinder Thakur,BJP,52,Postgraduate
980,Upkaar Prabhu,Independent,30,Postgraduate
981,Girik Bedi,BJP,73,PhD
982,Champak Sawhney,Independent,45,Graduate
983,Nachiket Raval,BJP,29,PhD
984,Krishna Parikh,BJP,56,PhD
985,Frado Nadkarni,Regional Party,63,PhD
986,Aarna Dass,INC,39,Graduate
987,Nachiket Doshi,BJP,65,12th Pass
988,Panini Palla,Independent,57,12th Pass
989,Matthew Bhat,AAP,62,12th Pass
990,Pranav Goswami,BJP,63,12th Pass
991,Qasim D’Alia,BJP,28,PhD
992,Rudra Pant,Independent,71,Postgraduate
993,Ekani Raju,Regional Party,63,Graduate
994,Gautami Srinivasan,Independent,68,Postgraduate
995,Abeer Oak,Independent,67,Postgraduate
996,Zehaan Yogi,Regional Party,47,Graduate
997,Lohit Solanki,Independent,28,12th Pass
998,Jack Ganesan,Independent,29,12th Pass
999,Qadim Divan,BJP,42,12th Pass
1000,Zilmil Chandran,AAP,25,Postgraduate
1001,Gautam Khurana,INC,74,PhD
1002,Girindra Dutta,Regional Party,31,Postgraduate
1003,Harinakshi Samra,INC,53,PhD
1004,Charvi Sekhon,Regional Party,64,Postgraduate
1005,Yashasvi Kari,BJP,50,12th Pass
1006,Wakeeta Sura,Independent,39,Postgraduate
1007,Kashvi Shan,Regional Party,45,Graduate
1008,Eta Goda,AAP,74,12th Pass
1009,Rehaan Tella,AAP,55,Postgraduate
1010,Ryan Virk,AAP,46,PhD
1011,Diya Ben,Regional Party,36,Postgraduate
1012,Kalpit Golla,Regional Party,27,Graduate
1013,Jagvi Ben,AAP,56,PhD
1014,Thomas Mand,AAP,66,Postgraduate
1015,Saanvi Iyengar,Independent,72,Graduate
1016,Zinal Varty,AAP,54,PhD
1017,Jackson Chaudhry,Regional Party,61,PhD
1018,Neha Tella,Independent,50,Graduate
1019,Meghana Mand,INC,34,Graduate
1020,Ekiya Patil,BJP,33,Postgraduate
1021,Gaurangi Bhat,AAP,45,Graduate
1022,Bhavna Sibal,AAP,68,Graduate
1023,Kiaan Gola,Regional Party,27,Graduate
1024,Yahvi Deep,Independent,43,12th Pass
1025,Tara Ram,INC,55,PhD
1026,Kalpit Wadhwa,AAP,66,Graduate
1027,Idika Sridhar,AAP,58,Postgraduate
1028,Finn Tara,INC,31,PhD
1029,Reyansh Manda,Independent,38,PhD
1030,Aryan Dhillon,INC,60,12th Pass
1031,Kashvi Batra,Regional Party,46,Postgraduate
1032,Charan Palla,Independent,70,Graduate
1033,Teerth Tripathi,INC,63,PhD
1034,Maya Sehgal,Independent,61,Postgraduate
1035,Caleb Vyas,Independent,60,Graduate
1036,Manan Krishnan,Regional Party,45,Graduate
1037,Wyatt Thakur,INC,72,Graduate
1038,Kamala Talwar,Independent,68,PhD
1039,Thomas Patla,Independent,44,Graduate
1040,Jagdish Handa,Regional Party,44,Postgraduate
1041,Qadim Deol,INC,63,Graduate
1042,Daksh Dave,Regional Party,42,Postgraduate
1043,Dhruv Bobal,AAP,42,PhD
1044,Anirudh Bava,Regional Party,65,PhD
1045,Odika Pillay,AAP,34,Graduate
1046,Rajata Dugar,BJP,61,PhD
1047,Tanish Dora,INC,60,PhD
1048,Nikita Palla,INC,67,12th Pass
1049,Wyatt Datta,Regional Party,59,PhD
1050,Oviya Mand,Independent,26,PhD
1051,Zarna Sachar,Independent,71,12th Pass
1052,Yashawini Bath,Regional Party,56,12th Pass
1053,Tanay Patla,AAP,33,12th Pass
1054,Harrison Shroff,BJP,29,12th Pass
1055,Gaurangi Grewal,INC,51,Postgraduate
1056,Ayaan Roy,Independent,36,PhD
1057,Ishanvi Pal,BJP,32,Graduate
1058,Indali Dayal,Independent,47,12th Pass
1059,Harita Raval,Regional Party,61,PhD
1060,Lakshmi Johal,Regional Party,48,12th Pass
1061,Harita Halder,Independent,30,12th Pass
1062,Jagrati Sahota,Regional Party,51,PhD
1063,Balendra Batta,INC,38,Graduate
1064,Raagini Ravel,BJP,59,PhD
1065,Forum Sheth,BJP,37,Postgraduate
1066,Ati Johal,BJP,62,Postgraduate
1067,Deepa Char,BJP,35,Graduate
1068,Maya Kashyap,BJP,51,Postgraduate
1069,Henry Dewan,AAP,28,Graduate
1070,Frederick Ben,Regional Party,74,12th Pass
1071,Upadhriti Khare,Regional Party,27,12th Pass
1072,Qushi Patla,BJP,47,PhD
1073,Libni Keer,Independent,25,12th Pass
1074,Ati Bedi,INC,58,Postgraduate
1075,Rohan Trivedi,Regional Party,38,12th Pass
1076,Baghyawati Konda,Regional Party,71,12th Pass
1077,Rachita Bhatt,Independent,62,Graduate
1078,Tripti Aggarwal,Independent,25,PhD
1079,Idika Pandit,INC,41,12th Pass
1080,Darsh Sachdeva,Independent,33,PhD
1081,Anjali Lad,Regional Party,50,PhD
1082,Rachit Patel,INC,71,Postgraduate
1083,Hemang Yogi,Independent,57,PhD
1084,Tristan Dyal,BJP,37,Postgraduate
1085,Omya Mane,BJP,53,PhD
1086,Zashil Madan,BJP,35,12th Pass
1087,Jasmit Gupta,AAP,58,Postgraduate
1088,Zashil Walia,BJP,43,12th Pass
1089,Alexander Pingle,Regional Party,40,Postgraduate
1090,Bhavna Khare,AAP,52,Graduate
1091,Sanaya Barad,BJP,64,Postgraduate
1092,Jhalak Hayre,Independent,36,PhD
1093,Nitesh Nair,Independent,63,PhD
1094,Bhavika Koshy,INC,74,Graduate
1095,Netra Bhagat,Independent,59,12th Pass
1096,Dayita Viswanathan,INC,64,Graduate
1097,Waida Varkey,INC,40,Graduate
1098,Arjun Morar,AAP,35,PhD
1099,Gaurav Natarajan,Regional Party,58,Graduate
1100,Bishakha Bera,AAP,38,PhD
1101,Pahal Setty,Independent,34,PhD
1102,Bhanumati Dyal,BJP,71,PhD
1103,Sanya Kade,Independent,54,Graduate
1104,Jack Pal,Independent,34,Postgraduate
1105,Ethan Ben,Independent,29,12th Pass
1106,Darpan Thakkar,Regional Party,36,PhD
1107,Mekhala Mittal,AAP,46,Graduate
1108,Amaira Nazareth,Independent,43,Postgraduate
1109,Nihal Padmanabhan,AAP,73,12th Pass
1110,Yutika Bora,INC,65,12th Pass
1111,Odika Krish,Regional Party,25,Postgraduate
1112,Dayita Mitter,INC,25,PhD
1113,Lopa Talwar,Independent,26,Postgraduate
1114,Aryan Upadhyay,INC,49,PhD
1115,Ranveer Dasgupta,Independent,39,PhD
1116,Isaac Sani,AAP,55,PhD
1117,Lipika Kumar,Independent,26,12th Pass
1118,Yutika Bajaj,BJP,71,PhD
1119,Qadim Saxena,INC,65,12th Pass
1120,Urvi Dasgupta,INC,27,12th Pass
1121,Osha Palla,INC,29,Graduate
1122,Raksha Borah,Regional Party,49,12th Pass
1123,Gaurika Mutti,AAP,62,Graduate
1124,Libni Narayan,Regional Party,31,Graduate
1125,Bhavini Bala,Independent,40,12th Pass
1126,Leela Bali,INC,64,12th Pass
1127,Yoshita Gulati,Regional Party,25,12th Pass
1128,Wahab Bhargava,BJP,74,Postgraduate
1129,Ishwar Bains,BJP,33,PhD
1130,Xavier Dhar,AAP,50,Graduate
1131,Bhavya Sangha,AAP,41,12th Pass
1132,Zaitra Rege,Regional Party,56,12th Pass
1133,Amol Subramanian,AAP,35,Postgraduate
1134,Neel Bahl,BJP,27,Graduate
1135,Rajata Chandra,BJP,60,Graduate
1136,Balendra Khare,INC,43,Postgraduate
1137,Eta Som,INC,63,PhD
1138,Daksh Bahl,INC,50,PhD
1139,Aarini Merchant,Independent,69,PhD
1140,Hardik Patil,Regional Party,34,12th Pass
1141,Mugdha Kalla,AAP,59,Graduate
1142,Harini Ravel,INC,41,Postgraduate
1143,Vedhika Balan,INC,61,PhD
1144,Oscar Setty,AAP,29,Graduate
1145,Watika Kothari,Independent,34,Postgraduate
1146,Isaiah Deshmukh,Independent,68,12th Pass
1147,Yash Dubey,BJP,55,12th Pass
1148,Vincent Chand,BJP,60,12th Pass
1149,Nachiket Chaudhari,BJP,71,Graduate
1150,Ansh Bir,BJP,30,PhD
1151,Chasmum Rana,INC,48,Postgraduate
1152,Radhika Pau,Regional Party,50,Postgraduate
1153,Pavani Tata,Independent,61,Graduate
1154,Eesha Saraf,Independent,32,Postgraduate
1155,Falak Goswami,BJP,71,Postgraduate
1156,Yauvani Luthra,AAP,44,Graduate
1157,Yashawini Din,Regional Party,50,Postgraduate
1158,Nilima Purohit,Regional Party,46,Graduate
1159,Eta Ramanathan,AAP,41,12th Pass
1160,Alka Brahmbhatt,BJP,26,Postgraduate
1161,Ranveer Parmar,INC,42,PhD
1162,Sudiksha Arora,Regional Party,39,Graduate
1163,Saumya Dhawan,Regional Party,73,12th Pass
1164,Diya Nagarajan,BJP,58,PhD
1165,Victor Gupta,AAP,46,Graduate
1166,Bhavani Gola,Regional Party,60,Graduate
1167,Eesha Nori,INC,55,PhD
1168,Tanvi Ghose,AAP,46,Graduate
1169,Luke Dube,AAP,30,Graduate
1170,Ira Pingle,INC,56,Postgraduate
1171,Pooja Saini,BJP,50,Postgraduate
1172,Rehaan Lala,Regional Party,27,Graduate
1173,Raghav Doctor,Independent,49,PhD
1174,Utkarsh Singhal,Independent,32,12th Pass
1175,Vincent Chana,AAP,67,Postgraduate
1176,Rajata Malhotra,AAP,37,12th Pass
1177,Irya Bobal,BJP,67,12th Pass
1178,Tanveer Mittal,AAP,51,PhD
1179,Gavin Acharya,AAP,40,Graduate
1180,Ekaraj Srivastava,Regional Party,25,12th Pass
1181,Yochana Chandra,INC,64,Postgraduate
1182,Kritika Gour,Regional Party,27,Graduate
1183,Janya Chhabra,BJP,46,Postgraduate
1184,Jeremiah Saran,INC,57,12th Pass
1185,Radhika Sanghvi,Independent,31,12th Pass
1186,Chameli Pai,BJP,59,12th Pass
1187,Ishanvi Arya,Regional Party,46,12th Pass
1188,Ucchal Sachdeva,AAP,64,PhD
1189,Vinaya Krishnamurthy,Regional Party,55,12th Pass
1190,Prisha Mukherjee,AAP,68,Postgraduate
1191,Indali Uppal,INC,70,Postgraduate
1192,Maanav Korpal,AAP,73,PhD
1193,Hitesh Kakar,Independent,50,Graduate
1194,Waida Brar,Independent,64,Graduate
1195,Jalsa Kulkarni,INC,74,12th Pass
1196,Devika Aggarwal,INC,50,Postgraduate
1197,Faris Doshi,AAP,55,Postgraduate
1198,Ria Yadav,Regional Party,31,12th Pass
1199,Maanav Joshi,Independent,39,PhD
1200,Rachita Kapoor,INC,28,PhD
1201,Ikbal Agrawal,AAP,52,Postgraduate
1202,Eesha Vasa,BJP,45,Postgraduate
1203,Ira Bassi,Independent,39,PhD
1204,Ronith Setty,AAP,27,Postgraduate
1205,Qarin Dara,Independent,39,Graduate
1206,Chasmum Mahajan,AAP,64,PhD
1207,Radha Guha,Regional Party,49,Graduate
1208,Gunbir Goyal,INC,68,PhD
1209,Onveer Chowdhury,BJP,64,Postgraduate
1210,Tejas Nigam,Regional Party,39,PhD
1211,Rachana Ramanathan,Regional Party,52,Postgraduate
1212,Garima Chanda,INC,73,PhD
1213,Gunbir Tak,INC,27,PhD
1214,Lekha Mane,Independent,61,12th Pass
1215,Nihal Gaba,AAP,64,Postgraduate
1216,Harish Shah,AAP,60,Graduate
1217,Nidra Gill,Regional Party,27,Graduate
1218,Upasna Om,AAP,44,Postgraduate
1219,Turvi Khatri,Independent,65,Postgraduate
