campaign_id,party,state,spend,date
1148,BJP,Bihar,3111413.6,2025-07-08
1149,INC,Bihar,6561264.27,2026-02-18
1150,AAP,Tamil Nadu,8125386.98,2026-01-24
1151,AAP,UP,2070952.38,2025-08-02
1152,INC,Tamil Nadu,2022247.53,2025-09-05
1153,Regional Party,Maharashtra,4544589.57,2025-11-14
1154,AAP,Bihar,2296361.25,2025-03-31
1155,AAP,Tamil Nadu,3819491.48,2025-12-23
1156,AAP,Bihar,1743091.1,2025-05-13
1157,AAP,Maharashtra,3416585.41,2025-07-31
1158,INC,Tamil Nadu,8925211.27,2025-08-28
1159,INC,Maharashtra,8422209.2,2025-06-18
1160,BJP,UP,5725180.28,2025-06-08
1161,AAP,Bihar,7558060.23,2026-01-03
1162,BJP,Maharashtra,3732123.46,2025-04-10
1163,Regional Party,Tamil Nadu,9846678.45,2025-10-13
1164,BJP,UP,1531614.67,2025-11-25
1165,AAP,Bihar,5919668.51,2025-04-18
1166,AAP,Maharashtra,3872765.4,2025-10-10
1167,AAP,Bihar,2669767.71,2025-05-26
1168,AAP,Bihar,5988980.26,2025-04-10
1169,INC,Bihar,3004564.4,2025-09-05
1170,INC,Bihar,8285439.72,2025-05-30
1171,Regional Party,Tamil Nadu,2316857.45,2025-11-18
1172,Regional Party,Maharashtra,6935625.51,2026-01-01
1173,INC,UP,6308225.43,2025-07-29
1174,AAP,Maharashtra,3821244.03,2025-08-02
1175,INC,UP,9589701.6,2025-07-17
1176,BJP,UP,3959476.27,2025-12-30
1177,INC,UP,3867468.59,2025-07-28
1178,INC,UP,5035182.99,2025-11-16
1179,INC,Tamil Nadu,2797540.1,2026-03-05
1180,BJP,Maharashtra,9657497.54,2025-09-23
1181,Regional Party,UP,1410606.08,2026-01-29
1182,INC,UP,3246047.14,2026-03-28
1183,AAP,UP,1029025.74,2025-04-24
1184,INC,Tamil Nadu,4470258.94,2025-10-08
1185,AAP,Tamil Nadu,7995484.66,2025-08-16
1186,Regional Party,Bihar,8484649.18,2025-12-12
1187,BJP,UP,5240150.51,2025-07-07
1188,BJP,UP,2059772.35,2025-04-05
1189,AAP,Maharashtra,-1000.0,2025-08-29
1190,BJP,Tamil Nadu,6948197.44,2026-02-12
1191,AAP,Bihar,7775738.28,2025-11-20
1192,AAP,UP,9572838.17,2025-12-02
1193,BJP,Maharashtra,3371853.34,2025-08-28
1194,Regional Party,UP,5435182.29,2026-03-18
1195,BJP,UP,7941162.87,2025-06-30
1196,Regional Party,UP,2346201.23,2025-11-05
1197,BJP,Tamil Nadu,9366446.1,2025-09-05
1198,AAP,Maharashtra,1300753.33,2026-03-23
1199,BJP,Bihar,8914856.67,2025-09-21
1200,BJP,Maharashtra,7763292.73,2026-03-24
1201,BJP,Bihar,4466973.78,2025-12-26
1202,Regional Party,Maharashtra,1665102.86,2025-08-06
1203,INC,Tamil Nadu,1382373.29,2025-08-09
1204,AAP,Bihar,8489031.39,2025-09-09
1205,BJP,UP,8964965.52,2025-07-25
1206,Regional Party,Tamil Nadu,4435015.88,2025-11-15
1207,INC,Maharashtra,715912.02,2026-03-01
1208,Regional Party,Maharashtra,3914164.45,2025-05-28
1209,BJP,Tamil Nadu,5487694.89,2025-04-23
1210,AAP,Bihar,7814064.94,2025-11-03
1211,AAP,Bihar,4226555.24,2025-09-29
1212,Regional Party,Tamil Nadu,4471605.79,2026-01-06
1213,BJP,Bihar,3306556.23,2025-10-23
1214,Regional Party,Bihar,7508157.77,2026-03-07
1215,BJP,Bihar,4871931.24,2025-06-25
1216,BJP,Bihar,5577241.38,2026-02-19
1217,INC,UP,5117490.82,2026-02-19
1218,Regional Party,Bihar,1455825.66,2025-04-20
1219,INC,Bihar,2657910.34,2026-03-21
1220,AAP,Bihar,890736.44,2025-08-10
1221,Regional Party,UP,9956000.86,2025-05-09
1222,Regional Party,UP,2981665.26,2025-08-17
1223,BJP,UP,9530666.08,2025-05-03
1224,AAP,UP,3218186.89,2025-04-21
1225,INC,UP,7537661.01,2026-03-10
1226,AAP,UP,7666916.23,2025-12-31
1227,AAP,UP,5496949.27,2025-09-23
1228,BJP,Maharashtra,3625194.86,2026-02-25
1229,AAP,Bihar,7446439.64,2026-01-15
1230,INC,Bihar,9965039.95,2025-04-02
1231,AAP,Bihar,646955.48,2025-12-15
1232,BJP,Maharashtra,3460908.83,2025-10-18
1233,Regional Party,Maharashtra,1032627.06,2025-09-11
1234,BJP,Tamil Nadu,1033278.81,2026-03-11
1235,BJP,Tamil Nadu,2868485.27,2025-07-16
1236,Regional Party,UP,1921503.99,2026-03-05
1237,AAP,Maharashtra,6484188.19,2025-04-15
1238,BJP,Tamil Nadu,9307268.82,2025-07-05
1239,INC,Tamil Nadu,7092200.72,2025-09-16
1240,INC,Maharashtra,9397549.57,2025-09-27
1241,Regional Party,Maharashtra,6113450.69,2025-07-05
1242,AAP,Bihar,704143.43,2025-05-07
1243,AAP,UP,4440747.04,2026-01-08
1244,BJP,Bihar,7978790.62,2025-07-01
1245,INC,UP,8611809.01,2026-02-18
1246,BJP,Tamil Nadu,7194627.1,2026-03-15
1247,Regional Party,Tamil Nadu,9136591.15,2025-10-05
1248,Regional Party,Bihar,5694495.3,2025-06-11
1249,Regional Party,Maharashtra,7514143.77,2025-09-19
1250,INC,Bihar,522016.7,2025-11-11
1251,INC,Maharashtra,8536511.45,2026-02-23
1252,AAP,Tamil Nadu,3495130.55,2026-01-15
1253,INC,Bihar,8715263.19,2025-08-07
1254,INC,Bihar,1687052.37,2025-05-25
1255,BJP,Tamil Nadu,1894654.55,2025-10-28
1256,Regional Party,UP,2407559.64,2025-12-11
1257,BJP,Tamil Nadu,3828902.6,2025-12-27
1258,AAP,Bihar,6386395.38,2026-03-09
1259,BJP,Tamil Nadu,2304192.94,2025-10-14
1260,Regional Party,Bihar,8927895.94,2025-08-22
1261,BJP,Bihar,6655996.43,2025-10-19
1262,AAP,UP,2103562.05,2025-10-09
1263,AAP,Bihar,230054.55,2025-11-03
1264,Regional Party,Tamil Nadu,-1000.0,2025-12-21
1265,Regional Party,Bihar,4865344.01,2026-02-16
1266,INC,Maharashtra,38873.21,2025-10-27
1267,Regional Party,UP,6991529.64,2025-12-20
1268,Regional Party,Maharashtra,148963.19,2025-12-30
1269,AAP,Maharashtra,6100883.85,2025-04-01
1270,AAP,UP,1105052.18,2025-06-18
1271,AAP,Bihar,4763609.17,2026-03-11
1272,BJP,UP,4395743.04,2025-04-18
1273,INC,Bihar,1336802.87,2025-11-28
1274,Regional Party,UP,9864247.4,2025-04-07
1275,AAP,Maharashtra,1610120.21,2025-05-07
1276,Regional Party,UP,9583461.34,2025-08-16
1277,Regional Party,UP,2507625.36,2025-04-06
1278,Regional Party,UP,8466984.28,2025-10-03
1279,Regional Party,Tamil Nadu,3342295.57,2025-12-09
1280,Regional Party,Tamil Nadu,4233312.61,2025-12-07
1281,INC,Tamil Nadu,1735374.82,2025-08-27
1282,BJP,Bihar,2750583.97,2025-07-24
1283,INC,Bihar,5439954.91,2025-09-18
1284,BJP,Maharashtra,5388827.91,2026-02-21
1285,BJP,Tamil Nadu,8169680.08,2025-12-06
1286,BJP,Tamil Nadu,1541101.05,2026-01-06
1287,AAP,Maharashtra,2401570.7,2026-03-07
1288,INC,Tamil Nadu,8392255.29,2025-05-14
1289,INC,UP,3808332.12,2026-02-12
1290,Regional Party,Maharashtra,7794869.74,2025-05-08
1291,AAP,Tamil Nadu,8286137.01,2025-10-12
1292,INC,Bihar,1526960.63,2025-10-28
1293,BJP,Tamil Nadu,7198952.17,2025-06-30
1294,BJP,Bihar,7227220.76,2025-05-21
1295,BJP,Bihar,7437473.76,2025-10-17
1296,BJP,Bihar,5983861.04,2025-12-11
1297,BJP,UP,7393559.14,2026-01-20
1298,AAP,UP,1276525.69,2025-08-04
1299,BJP,Tamil Nadu,4250539.2,2025-09-11
1300,Regional Party,UP,9830723.31,2025-10-10
1301,AAP,Tamil Nadu,9865297.96,2025-09-27
1302,Regional Party,Maharashtra,8828366.45,2025-03-30
1303,AAP,UP,88664.52,2025-07-11
1304,BJP,Bihar,7591025.39,2025-08-05
1305,INC,Bihar,2716832.21,2025-08-11
1306,BJP,UP,56007.27,2026-01-28
1307,AAP,Maharashtra,6736968.96,2025-10-06
1308,INC,Maharashtra,5719541.88,2025-12-12
1309,AAP,Maharashtra,1529117.5,2025-10-07
1310,Regional Party,UP,4569344.97,2025-06-06
1311,Regional Party,Bihar,1500059.38,2025-11-13
1312,AAP,Tamil Nadu,3949765.28,2025-08-30
1313,Regional Party,Maharashtra,1261846.56,2025-09-08
1314,Regional Party,Tamil Nadu,6710672.22,2025-10-22
1315,BJP,Maharashtra,5523340.81,2025-10-24
1316,AAP,Maharashtra,587055.39,2025-12-08
1317,BJP,Bihar,7546975.18,2026-02-06
1318,AAP,Bihar,2711517.3,2025-04-19
1319,Regional Party,UP,4987153.07,2025-05-19
1320,Regional Party,Bihar,-1000.0,2025-05-12
1321,INC,Tamil Nadu,5143860.07,2026-01-20
1322,INC,Maharashtra,1721188.16,2025-09-13
1323,BJP,Tamil Nadu,2325360.12,2026-03-24
1324,BJP,Bihar,6670061.08,2025-10-01
1325,BJP,Bihar,3934444.74,2025-09-21
1326,Regional Party,Maharashtra,3877018.96,2025-09-04
1327,BJP,Maharashtra,4633022.68,2025-05-06
1328,INC,Bihar,-1000.0,2025-08-31
1329,BJP,Bihar,1097474.08,2025-11-15
1330,INC,Tamil Nadu,538189.54,2025-10-24
1331,BJP,Tamil Nadu,8609345.51,2026-03-15
1332,AAP,Tamil Nadu,2535918.03,2025-08-11
1333,AAP,Tamil Nadu,2006333.12,2025-10-15
1334,AAP,Bihar,3479373.91,2025-08-23
1335,INC,Maharashtra,916703.55,2026-03-01
1336,Regional Party,Bihar,7146120.69,2025-04-05
1337,BJP,Tamil Nadu,3333589.65,2026-01-28
1338,BJP,Maharashtra,6031027.24,2025-07-24
1339,Regional Party,Maharashtra,7491006.75,2025-08-15
1340,INC,Tamil Nadu,5361138.63,2025-09-14
1341,Regional Party,Maharashtra,8140719.64,2025-05-01
1342,INC,UP,4107719.04,2025-04-03
1343,BJP,Tamil Nadu,23192.69,2025-10-14
1344,BJP,Maharashtra,5661093.93,2025-06-28
1345,INC,Maharashtra,8026919.57,2026-01-18
1346,INC,Maharashtra,8537330.85,2025-11-08
1347,AAP,Maharashtra,3509853.54,2025-11-29
1348,Regional Party,Maharashtra,2507146.67,2025-11-28
1349,BJP,Tamil Nadu,1061189.09,2025-04-10
1350,AAP,Tamil Nadu,52779.3,2026-02-13
1351,BJP,Tamil Nadu,7450890.13,2025-09-21
1352,INC,Tamil Nadu,4741967.93,2025-08-03
1353,AAP,Tamil Nadu,9554122.01,2025-09-18
1354,INC,Bihar,6390242.79,2025-09-12
1355,Regional Party,Maharashtra,7857868.54,2025-04-06
1356,BJP,Tamil Nadu,8181286.01,2025-06-23
1357,Regional Party,Bihar,6884985.61,2025-12-26
1358,Regional Party,UP,7841451.91,2025-09-05
1359,Regional Party,Tamil Nadu,6395932.41,2025-11-09
1360,AAP,Maharashtra,8412986.35,2025-06-26
1361,AAP,Bihar,5113562.7,2026-03-02
1362,INC,Maharashtra,9611086.31,2025-07-18
1363,BJP,Tamil Nadu,1885499.56,2025-08-22
1364,INC,Maharashtra,4624378.22,2025-10-19
1365,AAP,UP,4298608.27,2026-02-04
1366,BJP,Bihar,5632409.57,2025-10-06
1367,BJP,Tamil Nadu,7425851.77,2025-07-28
1368,AAP,Tamil Nadu,5581624.17,2025-12-07
1369,Regional Party,Tamil Nadu,4427087.53,2025-05-14
1370,AAP,Maharashtra,8173382.07,2025-08-23
1371,AAP,Tamil Nadu,5631840.15,2025-03-31
1372,AAP,Bihar,6215709.63,2025-06-06
1373,Regional Party,UP,3378341.25,2025-11-12
1374,INC,Tamil Nadu,6360442.31,2025-07-15
1375,AAP,Maharashtra,7983144.34,2025-10-24
1376,BJP,UP,234835.77,2025-09-27
1377,BJP,Tamil Nadu,3497568.36,2025-05-01
1378,INC,Bihar,2343707.76,2025-09-11
1379,BJP,UP,4422801.42,2025-05-18
1380,INC,Tamil Nadu,7835658.7,2026-01-26
1381,AAP,Bihar,5064674.99,2025-05-13
1382,BJP,Maharashtra,1493027.69,2025-07-30
1383,AAP,UP,6240081.0,2025-04-23
1384,Regional Party,Bihar,2616497.49,2026-03-14
1385,AAP,Bihar,3024369.96,2025-05-15
1386,AAP,Tamil Nadu,1698252.93,2025-07-02
1387,Regional Party,Maharashtra,2763397.79,2025-08-19
1388,Regional Party,UP,7706474.28,2025-09-30
1389,BJP,Tamil Nadu,3049274.03,2025-08-21
1390,AAP,Bihar,7995909.35,2025-07-02
1391,INC,Maharashtra,3280011.5,2025-11-04
1392,Regional Party,Bihar,246299.06,2025-12-30
1393,INC,UP,5492176.43,2025-09-28
1394,AAP,UP,7016667.22,2025-06-15
1395,Regional Party,Bihar,1949625.03,2025-05-10
1396,INC,Bihar,9978328.02,2025-09-06
1397,AAP,Tamil Nadu,5102818.51,2025-08-05
1398,BJP,Tamil Nadu,7127193.93,2026-01-15
1399,AAP,Maharashtra,9322514.43,2025-12-12
1400,BJP,Tamil Nadu,7629401.4,2025-05-21
1401,AAP,Bihar,6075827.66,2025-04-12
1402,Regional Party,Maharashtra,2014710.24,2025-11-11
1403,Regional Party,Tamil Nadu,7896410.88,2025-11-13
1404,INC,UP,2083175.09,2026-02-16
1405,Regional Party,Bihar,3231672.41,2025-10-01
1406,INC,Bihar,946895.24,2025-06-17
1407,Regional Party,UP,6484405.79,2025-08-03
1408,BJP,Bihar,6169894.57,2025-05-20
1409,BJP,Maharashtra,1652618.02,2025-05-23
1410,INC,UP,6878719.55,2025-05-28
1411,INC,Bihar,6655190.32,2025-06-30
1412,BJP,Tamil Nadu,6603758.73,2025-12-22
1413,BJP,Maharashtra,4456783.5,2025-05-05
1414,BJP,UP,8921765.41,2025-07-02
1415,Regional Party,Maharashtra,2046185.64,2025-06-30
1416,BJP,UP,8664939.53,2025-09-11
1417,AAP,Bihar,5583796.01,2025-10-02
1418,INC,Bihar,4791224.9,2026-03-12
1419,INC,Bihar,5601469.96,2026-02-05
1420,BJP,UP,5673985.83,2026-02-23
1421,Regional Party,Maharashtra,5343735.94,2026-01-08
1422,Regional Party,UP,7470418.12,2025-10-20
1423,Regional Party,Maharashtra,-1000.0,2025-04-30
1424,BJP,Maharashtra,7390435.03,2025-09-16
1425,BJP,Bihar,4539246.37,2025-07-14
1426,INC,Bihar,6364532.74,2025-07-20
1427,INC,Maharashtra,3175820.69,2025-06-28
1428,AAP,Maharashtra,9336179.09,2026-01-10
1429,INC,UP,8861814.54,2025-11-25
1430,Regional Party,Tamil Nadu,8516733.67,2025-10-26
1431,Regional Party,UP,3986614.73,2025-04-28
1432,Regional Party,UP,4778035.2,2025-06-07
1433,AAP,UP,6905198.73,2025-12-10
1434,Regional Party,Tamil Nadu,5958603.14,2025-09-25
1435,Regional Party,Tamil Nadu,7704474.1,2025-07-03
1436,Regional Party,Tamil Nadu,8608386.69,2025-12-15
1437,INC,Maharashtra,8713931.17,2025-07-19
1438,INC,Tamil Nadu,949973.16,2025-11-07
1439,Regional Party,Tamil Nadu,8871042.29,2025-05-24
1440,INC,Tamil Nadu,6079621.43,2025-09-30
1441,AAP,UP,6541018.33,2025-06-10
1442,Regional Party,UP,1523787.99,2025-06-28
1443,Regional Party,UP,1112480.75,2025-11-17
1444,Regional Party,Bihar,4793145.78,2025-08-06
1445,BJP,UP,3088932.21,2026-02-18
1446,INC,Bihar,4304826.48,2025-08-17
1447,BJP,UP,8477893.22,2025-12-21
1448,INC,Maharashtra,9279350.1,2026-02-21
1449,INC,Maharashtra,9112455.13,2025-12-08
1450,Regional Party,Tamil Nadu,8100045.45,2025-05-08
1451,INC,UP,8085548.02,2025-11-14
1452,Regional Party,Tamil Nadu,3858322.83,2025-10-10
1453,AAP,Maharashtra,4032377.6,2025-04-20
1454,AAP,UP,1229495.64,2025-09-22
1455,AAP,UP,2277303.33,2025-04-13
1456,BJP,Bihar,4214884.94,2025-04-11
1457,BJP,UP,5580308.25,2025-11-27
1458,Regional Party,Maharashtra,4574948.76,2025-12-30
1459,INC,UP,1944660.32,2025-04-17
1460,Regional Party,Bihar,784254.76,2025-07-29
1461,Regional Party,Maharashtra,3339107.05,2025-04-02
1462,INC,Bihar,9262218.54,2026-02-19
1463,AAP,Tamil Nadu,4211854.19,2025-06-02
1464,BJP,Maharashtra,-1000.0,2026-01-01
1465,AAP,UP,4360202.62,2026-01-17
1466,Regional Party,UP,3483948.51,2025-06-10
1467,Regional Party,Tamil Nadu,7720834.1,2025-06-06
1468,Regional Party,UP,7735859.16,2025-12-14
1469,Regional Party,Maharashtra,4952767.42,2025-05-23
1470,BJP,Bihar,2626763.42,2025-05-16
1471,INC,UP,9780941.31,2025-06-08
1472,BJP,Maharashtra,7891571.59,2025-11-09
1473,INC,UP,1283861.87,2025-11-02
1474,INC,Bihar,3779325.33,2026-02-07
1475,BJP,Maharashtra,-1000.0,2025-10-14
1476,Regional Party,Maharashtra,3943198.77,2025-08-24
1477,BJP,UP,180047.51,2025-08-01
1478,Regional Party,Bihar,9134888.18,2025-10-01
1479,BJP,Tamil Nadu,7061692.15,2026-01-10
1480,Regional Party,Tamil Nadu,5586672.67,2025-05-10
1481,INC,Bihar,5067032.22,2025-08-03
1482,BJP,Tamil Nadu,3387945.6,2025-11-03
1483,INC,Maharashtra,8135025.07,2025-07-06
1484,BJP,Bihar,9223197.49,2026-02-20
1485,Regional Party,Tamil Nadu,1604689.74,2025-12-15
1486,AAP,Bihar,9863475.1,2026-03-30
1487,BJP,UP,3141327.03,2025-11-29
1488,INC,Bihar,1897131.62,2025-07-31
1489,BJP,Bihar,1086192.64,2025-09-15
1490,BJP,Bihar,4776207.72,2026-02-06
1491,INC,UP,4586243.97,2025-06-30
1492,AAP,Tamil Nadu,2068718.69,2025-10-21
1493,Regional Party,Bihar,2715066.71,2025-10-25
1494,INC,Maharashtra,8087734.66,2025-06-09
1495,INC,Tamil Nadu,7283697.7,2025-07-01
1496,BJP,Tamil Nadu,4891175.65,2025-06-27
1497,AAP,UP,9992945.71,2026-02-01
1498,Regional Party,Maharashtra,179786.84,2025-12-03
1499,INC,Tamil Nadu,6996026.86,2025-08-06
1500,BJP,Maharashtra,1384043.71,2025-09-23
1501,INC,UP,2035893.96,2025-11-17
1502,Regional Party,Bihar,3483422.67,2025-10-10
1503,INC,UP,9054148.29,2026-01-04
1504,BJP,Maharashtra,7104125.83,2025-04-13
1505,AAP,Tamil Nadu,9262067.98,2025-04-04
1506,AAP,Tamil Nadu,1575645.29,2025-12-07
1507,INC,Tamil Nadu,1586585.44,2026-02-20
1508,Regional Party,Bihar,892002.71,2025-05-08
1509,INC,Maharashtra,6266511.31,2025-08-31
1510,AAP,Maharashtra,8971163.5,2026-02-15
1511,INC,Maharashtra,9267980.86,2025-11-22
1512,AAP,Tamil Nadu,3236085.71,2026-01-27
1513,BJP,Tamil Nadu,2330513.77,2025-09-11
1514,Regional Party,Bihar,4655094.7,2025-09-30
1515,Regional Party,UP,1758305.82,2025-09-11
1516,BJP,Tamil Nadu,1138769.95,2025-05-05
1517,INC,Tamil Nadu,6582201.84,2025-11-27
1518,Regional Party,Maharashtra,7705919.64,2026-02-08
1519,INC,Maharashtra,4835374.2,2025-12-07
1520,AAP,Maharashtra,5648758.72,2025-07-16
1521,Regional Party,Tamil Nadu,5126497.82,2025-12-21
1522,AAP,Tamil Nadu,8864545.38,2025-10-02
1523,Regional Party,Bihar,1307085.61,2026-03-16
1524,Regional Party,Maharashtra,8403552.84,2025-11-22
1525,Regional Party,Tamil Nadu,2850965.34,2025-05-31
1526,BJP,UP,2450919.94,2025-09-21
1527,Regional Party,Maharashtra,150918.22,2026-02-23
1528,Regional Party,Tamil Nadu,530370.04,2025-12-19
1529,Regional Party,Maharashtra,9380784.76,2025-07-11
1530,AAP,Bihar,8994510.15,2025-04-10
1531,BJP,Tamil Nadu,2030851.34,2026-02-28
1532,BJP,Bihar,5622589.34,2025-12-27
1533,AAP,Maharashtra,4931056.24,2026-01-06
1534,BJP,Bihar,5697937.18,2026-01-17
1535,AAP,UP,9719148.3,2026-01-19
1536,AAP,Tamil Nadu,6488061.74,2025-12-02
1537,BJP,Bihar,1515355.08,2025-06-24
1538,AAP,Tamil Nadu,7055897.85,2026-02-10
1539,INC,Tamil Nadu,8704202.35,2025-08-24
1540,AAP,Bihar,9730695.5,2025-05-04
1541,AAP,Maharashtra,5510632.08,2025-05-31
1542,AAP,Tamil Nadu,8478573.71,2025-12-14
1543,AAP,UP,4099285.62,2026-02-13
1544,Regional Party,UP,8023561.35,2025-10-24
1545,INC,Tamil Nadu,3514769.79,2025-09-21
1546,Regional Party,UP,8587700.49,2025-08-15
1547,Regional Party,Bihar,1616741.56,2025-09-15
1548,Regional Party,Tamil Nadu,3522810.77,2026-03-09
1549,INC,UP,1234925.02,2026-03-18
1550,Regional Party,Tamil Nadu,6167251.93,2026-01-20
1551,AAP,Maharashtra,2542315.32,2025-08-09
1552,INC,UP,2847390.67,2026-03-24
1553,Regional Party,Maharashtra,-1000.0,2025-07-13
1554,INC,UP,2327246.57,2026-02-12
1555,Regional Party,Bihar,317189.16,2025-05-14
1556,BJP,Tamil Nadu,8378965.15,2025-04-20
1557,AAP,Bihar,1528969.34,2025-10-19
1558,BJP,UP,4796327.44,2025-05-11
1559,Regional Party,Bihar,9503996.22,2025-06-17
1560,Regional Party,Maharashtra,8010690.58,2026-02-28
1561,BJP,Tamil Nadu,3962009.67,2025-06-14
1562,INC,Bihar,1774006.66,2025-07-07
1563,INC,Maharashtra,8639617.08,2026-01-07
1564,INC,Maharashtra,9867928.43,2025-11-01
1565,BJP,Bihar,4070039.5,2025-04-06
1566,AAP,Maharashtra,1728342.13,2026-02-14
1567,Regional Party,UP,788258.54,2026-03-26
1568,AAP,Tamil Nadu,889021.04,2026-02-06
1569,AAP,UP,5926665.49,2025-07-06
1570,INC,Bihar,6086905.19,2025-11-21
1571,BJP,Bihar,4109354.21,2026-03-22
1572,AAP,UP,4637578.66,2025-12-28
1573,BJP,Bihar,3700340.73,2025-08-03
1574,AAP,UP,1902177.7,2025-12-20
1575,INC,Maharashtra,1788646.34,2025-11-22
1576,Regional Party,Tamil Nadu,2749216.24,2025-07-13
1577,INC,UP,8213465.9,2025-09-22
1578,Regional Party,Maharashtra,1875557.74,2026-03-09
1579,INC,UP,3148802.29,2026-02-15
1580,AAP,UP,747734.81,2025-11-06
1581,AAP,Maharashtra,4400068.65,2025-09-18
1582,Regional Party,Bihar,3571873.08,2025-05-07
1583,BJP,UP,9787474.09,2025-10-04
1584,Regional Party,Bihar,1416340.69,2025-09-20
1585,BJP,UP,617962.02,2025-12-03
1586,BJP,Bihar,2832677.44,2026-02-07
1587,AAP,Tamil Nadu,212216.6,2026-03-06
1588,INC,Tamil Nadu,629061.71,2026-02-17
1589,AAP,Tamil Nadu,921569.9,2025-09-04
1590,Regional Party,UP,7296652.69,2025-03-31
1591,AAP,Bihar,309105.59,2025-07-24
1592,INC,Tamil Nadu,3297811.34,2026-01-26
1593,AAP,Maharashtra,1448633.94,2025-10-06
1594,Regional Party,UP,1031032.61,2025-04-25
1595,INC,UP,5092305.76,2026-03-09
1596,BJP,Tamil Nadu,985493.34,2025-04-08
1597,BJP,Bihar,414301.87,2025-09-07
1598,AAP,Tamil Nadu,374693.24,2025-09-17
1599,BJP,Bihar,3407481.59,2025-09-05
1600,AAP,Bihar,7438120.55,2026-02-17
1601,AAP,UP,4726228.04,2025-09-28
1602,INC,UP,7939669.48,2026-03-13
1603,Regional Party,Bihar,1135649.92,2025-08-25
1604,AAP,UP,7487216.46,2025-07-28
1605,BJP,Bihar,6480569.74,2026-03-21
1606,INC,UP,7411512.4,2025-09-27
1607,INC,UP,1495252.95,2025-10-20
1608,Regional Party,Tamil Nadu,6331163.35,2025-08-01
1609,BJP,Bihar,9242487.87,2025-10-23
1610,INC,Bihar,3624587.04,2025-12-26
1611,AAP,Bihar,2895822.49,2026-02-03
1612,Regional Party,Bihar,4557219.34,2025-08-02
1613,BJP,Tamil Nadu,4905416.02,2025-04-17
1614,AAP,Maharashtra,7180083.45,2025-05-08
1615,Regional Party,Bihar,2814603.4,2025-06-24
1616,INC,Maharashtra,84499.76,2026-03-04
1617,INC,UP,3053728.37,2025-07-14
1618,BJP,UP,7577622.25,2025-10-27
1619,Regional Party,UP,6728989.63,2025-06-18
1620,Regional Party,UP,9685766.2,2025-08-19
1621,INC,Bihar,-1000.0,2025-10-22
1622,BJP,Tamil Nadu,8552004.01,2025-08-18
1623,BJP,UP,8833553.58,2025-11-24
1624,Regional Party,Bihar,239326.83,2025-06-02
1625,INC,UP,2072143.53,2026-01-21
1626,Regional Party,Maharashtra,288873.23,2025-04-30
1627,AAP,UP,7856804.38,2026-03-15
1628,INC,Maharashtra,7843375.12,2026-03-23
1629,INC,Maharashtra,6095686.77,2025-07-21
1630,Regional Party,UP,4344216.0,2025-04-20
1631,BJP,Maharashtra,-1000.0,2026-02-14
1632,INC,Bihar,-1000.0,2025-07-15
1633,Regional Party,Maharashtra,7189093.94,2025-10-09
1634,Regional Party,Tamil Nadu,9123589.83,2025-08-03
1635,AAP,Tamil Nadu,7858417.83,2025-09-11
1636,Regional Party,Maharashtra,7851907.44,2025-06-11
1637,INC,Maharashtra,2338423.43,2025-06-03
1638,Regional Party,UP,8751544.8,2026-03-14
1639,AAP,Maharashtra,3542248.84,2025-10-11
1640,BJP,Bihar,3982847.13,2025-05-12
1641,INC,Bihar,9067653.52,2026-02-18
1642,BJP,Tamil Nadu,6356637.26,2025-10-26
1643,INC,Maharashtra,1177495.88,2025-09-28
1644,INC,Bihar,5179624.53,2025-08-28
1645,INC,Bihar,716208.71,2026-03-13
1646,AAP,Maharashtra,7927959.3,2026-01-21
1647,INC,UP,9508456.21,2026-01-15
1648,Regional Party,Tamil Nadu,7503224.89,2026-03-29
1649,AAP,Maharashtra,9525474.16,2025-06-02
1650,INC,Bihar,8475144.28,2025-10-05
1651,Regional Party,UP,5407978.27,2025-09-24
1652,BJP,Maharashtra,9746774.76,2025-06-03
1653,INC,Bihar,-1000.0,2025-12-09
1654,Regional Party,Tamil Nadu,9333428.94,2025-04-30
1655,Regional Party,UP,3723491.82,2025-11-06
1656,BJP,Bihar,1579255.27,2025-04-14
1657,BJP,Maharashtra,7613545.32,2025-05-10
1658,INC,Tamil Nadu,5721531.37,2025-06-09
1659,BJP,Bihar,7631532.69,2025-06-19
1660,Regional Party,Bihar,7066435.28,2026-03-06
1661,INC,Maharashtra,6913695.15,2025-12-16
1662,INC,UP,417740.28,2025-07-08
1663,Regional Party,UP,7244812.06,2025-07-16
1664,Regional Party,Tamil Nadu,6152778.58,2025-12-11
1665,Regional Party,UP,5114610.58,2026-03-17
1666,AAP,Bihar,7514903.69,2025-12-24
1667,AAP,Bihar,3901492.91,2025-12-15
1668,INC,UP,8758416.16,2025-08-31
1669,BJP,Maharashtra,519644.64,2025-05-08
1670,INC,Tamil Nadu,2815966.57,2025-04-18
1671,AAP,UP,9306735.79,2025-12-26
1672,BJP,Tamil Nadu,6392308.41,2025-08-18
1673,BJP,Tamil Nadu,1062931.26,2025-07-24
1674,Regional Party,UP,42705.9,2025-05-21
1675,AAP,Maharashtra,6246838.0,2026-01-25
1676,BJP,Bihar,1878613.49,2025-09-03
1677,AAP,Bihar,7048405.71,2025-03-31
1678,AAP,UP,7573384.88,2026-03-30
1679,Regional Party,Maharashtra,4821932.15,2025-05-18
1680,Regional Party,Tamil Nadu,2459773.62,2025-09-07
1681,INC,Tamil Nadu,5072550.66,2025-04-14
