vote_id,constituency_id,candidate_id,votes_received
23164,532,1382,9481
23165,450,2455,14913
23166,535,292,48530
23167,182,2576,43193
23168,179,1194,23763
23169,240,978,9988
23170,30,2276,29077
23171,461,897,18695
23172,68,1676,43864
23173,213,811,23982
23174,473,1148,14415
23175,318,2598,44145
23176,505,2481,45043
23177,492,1680,8763
23178,71,2922,48596
23179,385,232,7834
23180,430,2514,6178
23181,460,13,11623
23182,526,295,33163
23183,376,2582,47123
23184,138,529,19767
23185,481,120,1363
23186,204,530,48260
23187,179,1922,35101
23188,138,952,30843
23189,60,1666,45036
23190,295,1446,49165
23191,278,1044,19734
23192,476,842,46059
23193,19,1010,42419
23194,534,2335,48251
23195,116,325,45762
23196,2,2437,5438
23197,481,1655,27255
23198,399,2092,15264
23199,47,1559,41405
23200,430,1284,28396
23201,156,929,48080
23202,271,1888,32722
23203,234,85,23966
23204,462,1156,49438
23205,328,1453,14698
23206,415,1741,44905
23207,76,46,16371
23208,360,1446,38839
23209,401,1668,3702
23210,346,680,33812
23211,234,2029,45081
23212,64,1196,19017
23213,97,1721,40381
23214,248,688,2343
23215,57,235,8946
23216,214,932,7544
23217,523,1190,31131
23218,341,2726,22663
23219,156,1975,23458
23220,17,570,11653
23221,337,24,46896
23222,408,2553,1829
23223,378,800,17599
23224,17,1085,32925
23225,418,455,18822
23226,31,649,25876
23227,291,1724,13175
23228,480,2659,4700
23229,417,1818,45215
23230,444,1575,17331
23231,172,2384,18766
23232,25,398,43520
23233,317,2223,36176
23234,441,1971,37863
23235,393,66,16370
23236,464,2664,10328
23237,351,669,15930
23238,430,736,13095
23239,458,2962,49748
23240,511,1177,32504
23241,85,2181,28932
23242,532,765,11237
23243,153,2046,16796
23244,228,66,36691
23245,242,979,47704
23246,400,2980,9623
23247,327,2201,18570
23248,200,58,7953
23249,197,1790,29478
23250,7,2317,15519
23251,483,75,43238
23252,531,2875,40220
23253,208,501,46900
23254,82,759,20343
23255,118,763,21980
23256,416,899,32031
23257,349,2943,45796
23258,443,1641,28211
23259,152,395,30978
23260,349,1976,13736
23261,230,1817,42472
23262,211,213,12949
23263,82,2390,22762
23264,122,1349,32539
23265,169,2285,14385
23266,457,2581,26140
23267,266,1378,23860
23268,107,2571,16210
23269,491,292,44788
23270,164,595,9423
23271,122,1923,22440
23272,425,2607,40965
23273,374,120,42939
23274,177,2129,30678
23275,488,1699,5578
23276,213,49,19198
23277,227,998,35652
23278,382,2342,40982
23279,518,846,18209
23280,218,654,33479
23281,470,2031,38472
23282,228,648,20791
23283,183,2138,6511
23284,30,1348,182
23285,482,2123,26727
23286,22,380,13680
23287,102,2942,25156
23288,70,2309,37711
23289,114,1522,42694
23290,236,105,23026
23291,465,1499,42825
23292,109,364,29734
23293,264,2663,25934
23294,454,1720,18449
23295,158,2253,36900
23296,377,26,41567
23297,221,1639,2883
23298,273,985,42429
23299,231,393,28627
23300,484,296,9479
23301,334,1743,25256
23302,480,1355,31106
23303,532,453,15039
23304,516,1540,26454
23305,424,2605,39849
23306,197,1029,43850
23307,124,1145,47098
23308,167,415,21883
23309,10,472,46926
23310,425,889,46559
23311,54,2314,12935
23312,179,2830,45693
23313,267,1279,27967
23314,122,1506,17687
23315,157,2792,4597
23316,261,236,5427
23317,388,2827,16911
23318,271,1637,42969
23319,15,2795,22005
23320,57,2975,25598
23321,192,1377,29212
23322,164,100,10282
23323,97,496,37400
23324,516,1428,25143
23325,15,1066,14212
23326,482,1978,41002
23327,341,588,7350
23328,271,2719,38173
23329,12,776,44449
23330,214,2666,35125
23331,79,188,42933
23332,333,2586,14969
23333,17,1890,1620
23334,113,193,34232
23335,39,1297,30442
23336,517,18,18903
23337,64,1021,28136
23338,157,2777,31756
23339,443,2608,30903
23340,455,1157,34678
23341,239,2927,45557
23342,58,281,35045
23343,247,2163,6800
23344,500,933,32862
23345,479,90,35596
23346,166,1110,39985
23347,55,1984,11985
23348,543,1732,45414
23349,235,1202,38897
23350,430,1475,47556
23351,94,1676,17472
23352,18,1709,20029
23353,179,1505,19937
23354,393,877,23047
23355,303,1091,36687
23356,76,2468,38978
23357,32,2166,6258
23358,514,1272,6599
23359,10,1667,14156
23360,116,2893,22861
23361,506,645,8787
23362,348,1516,43358
23363,392,235,657
23364,318,2868,25153
23365,312,1992,21124
23366,399,544,24987
23367,225,1668,27031
23368,124,2949,41796
23369,120,34,11804
23370,337,2004,9129
23371,13,2780,20184
23372,457,2886,44826
23373,427,1603,38230
23374,163,1112,38206
23375,461,2588,22855
23376,470,2992,35114
23377,364,1913,30823
23378,307,2994,41254
23379,431,615,29029
23380,276,507,46362
23381,363,2706,3860
23382,190,1492,12757
23383,272,2880,41476
23384,104,986,4827
23385,196,269,5719
23386,277,2811,20144
23387,368,2419,333
23388,457,940,19188
23389,255,1091,44898
23390,132,365,25220
23391,237,1101,30289
23392,98,1054,18813
23393,174,2030,25224
23394,96,2939,43225
23395,15,2027,31550
23396,453,1747,4518
23397,35,1956,32396
23398,437,243,10851
23399,531,2716,38143
23400,408,1619,25334
23401,140,1801,37999
23402,400,2702,49559
23403,249,2386,41533
23404,130,2877,31307
23405,44,2436,32937
23406,489,1460,21859
23407,525,2526,23717
23408,213,530,18753
23409,232,2267,24370
23410,143,2363,28095
23411,257,170,22256
23412,309,523,43713
23413,324,2973,33825
23414,384,2298,17810
23415,482,1088,6870
23416,322,1610,149
23417,93,1150,34243
23418,399,1095,18727
23419,522,78,34177
23420,371,1205,9383
23421,268,1878,49219
23422,515,2329,28376
23423,407,2885,36362
23424,360,2607,34519
23425,374,2370,10834
23426,53,1638,24520
23427,470,2100,35441
23428,327,1283,23164
23429,10,913,17767
23430,192,452,26588
23431,189,146,41838
23432,503,238,13810
23433,308,1245,49805
23434,59,1052,47992
23435,388,2780,5697
23436,453,2064,15891
23437,105,1882,17556
23438,186,966,7170
23439,467,1449,18986
23440,153,2577,191
23441,190,246,42392
23442,501,464,47621
23443,34,2868,36169
23444,475,2370,17798
23445,506,1424,40171
23446,419,281,22844
23447,239,2035,43458
23448,82,2935,13945
23449,41,191,18289
23450,77,11,13580
23451,75,1793,23487
23452,300,1,35206
23453,167,880,45181
23454,327,2746,46539
23455,407,372,5920
23456,93,1411,15382
23457,241,2545,19403
23458,15,1611,17368
23459,71,2327,47816
23460,112,385,11839
23461,83,1740,8380
23462,101,960,45592
23463,410,2735,7877
23464,93,764,47765
23465,201,720,42557
23466,317,2016,49692
23467,321,2489,29862
23468,305,682,27778
23469,506,2613,5927
23470,139,494,17658
23471,2,16,8945
23472,167,2948,13132
23473,513,1884,19539
23474,404,604,17935
23475,379,224,39835
23476,271,1487,27170
23477,423,55,3774
23478,252,1837,41558
23479,401,116,44247
23480,524,2405,41826
23481,135,2100,46159
23482,379,1934,15750
23483,444,1021,42032
23484,210,1855,12889
23485,93,572,44012
23486,39,2987,48103
23487,191,2742,39019
23488,444,2474,28791
23489,193,590,45380
23490,541,466,27204
23491,364,441,22278
23492,228,1753,4353
23493,70,531,45488
23494,349,960,39230
23495,375,2744,22083
23496,136,1872,13831
23497,115,1192,14746
23498,92,1511,17689
23499,484,1199,41269
23500,143,2727,26490
23501,73,2528,10330
23502,419,981,48799
23503,222,1807,39337
23504,174,2394,1005
23505,361,676,28995
23506,118,1731,37516
23507,478,1102,25443
23508,117,642,36639
23509,460,2567,38629
23510,129,2374,33242
23511,111,2484,44118
23512,91,1497,8452
23513,384,1198,40588
23514,326,309,3880
23515,256,224,34194
23516,209,1670,33931
23517,395,2394,5766
23518,376,2478,24167
23519,489,2268,1627
23520,13,2634,45739
23521,196,1996,46632
23522,314,354,24990
23523,212,710,18048
23524,327,2084,1277
23525,387,2123,37051
23526,119,2387,7398
23527,484,1016,48734
23528,348,2482,2528
23529,352,31,290
23530,171,2772,10780
23531,230,1906,30236
23532,426,2910,19943
23533,462,226,45779
23534,275,1146,14094
23535,317,1534,30659
23536,270,1790,42287
23537,30,1814,11203
23538,489,1975,14425
23539,192,1216,20132
23540,76,2506,23699
23541,244,2777,30743
23542,14,2353,24316
23543,535,1102,16402
23544,487,407,10664
23545,16,2966,30219
23546,447,1332,12419
23547,363,339,34364
23548,375,1976,18172
23549,293,1831,38055
23550,200,2386,34522
23551,418,2451,18388
23552,34,2127,9394
23553,27,1038,12432
23554,285,1185,45921
23555,260,1426,18345
23556,209,1037,21819
23557,297,1064,33968
23558,150,2488,28885
23559,58,1724,31409
23560,245,2088,14989
23561,30,2551,45242
23562,150,887,44209
23563,169,1521,46800
23564,347,1255,22455
23565,155,1472,1650
23566,71,887,17002
23567,286,358,44532
23568,471,1748,24589
23569,519,422,26928
23570,450,1712,23435
23571,131,2728,31103
23572,152,577,731
23573,162,1766,683
23574,18,1707,717
23575,32,885,931
23576,358,2293,9962
23577,244,1457,33574
23578,130,557,2582
23579,531,918,15241
23580,479,2133,7385
23581,254,2805,9783
23582,516,2623,1039
23583,465,1122,237
23584,393,1468,36067
23585,256,2659,42889
23586,200,958,44858
23587,235,1946,20271
23588,367,2299,12454
23589,291,75,28511
23590,171,405,39865
23591,100,1108,26510
23592,153,251,43661
23593,52,2128,11206
23594,74,706,26715
23595,250,499,13956
23596,231,2433,30501
23597,149,2686,40073
23598,60,2259,33264
23599,174,1700,30445
23600,445,1966,17679
23601,242,296,9295
23602,177,2322,33477
23603,188,1318,8623
23604,279,747,6933
23605,532,2896,10566
23606,203,2739,18025
23607,113,1228,3056
23608,136,953,11352
23609,121,2783,3570
23610,225,1419,23811
23611,306,2279,8120
23612,495,542,23714
23613,495,237,9308
23614,82,1897,21392
23615,494,321,30126
23616,274,896,36631
23617,146,869,9241
23618,59,409,666
23619,436,2084,34017
23620,206,613,22874
23621,161,1733,20123
23622,40,1926,36226
23623,65,1839,28866
23624,172,2336,10301
23625,382,927,22738
23626,23,638,18957
23627,105,547,15637
23628,281,1152,16486
23629,180,1188,36298
23630,335,505,19803
23631,318,998,24102
23632,355,720,43447
23633,216,1116,48047
23634,4,271,26133
23635,488,2526,39006
23636,149,578,11464
23637,494,2557,40895
23638,499,2134,38894
23639,299,484,34110
23640,60,925,48592
23641,366,1786,23774
23642,10,1997,14829
23643,95,1132,12085
23644,539,870,41704
23645,44,2264,35100
23646,325,1305,25068
23647,465,1851,39474
23648,525,2899,45595
23649,201,2696,29043
23650,93,1456,17062
23651,388,2503,39011
23652,377,2016,6552
23653,260,2102,44139
23654,161,2057,24561
23655,422,217,3038
23656,117,2718,25979
23657,70,2272,4493
23658,499,1515,14389
23659,454,2715,24180
23660,425,1539,45542
23661,166,1224,44506
23662,267,1891,43897
23663,322,642,39333
23664,515,2493,37765
23665,342,833,40048
23666,284,1640,23112
23667,192,2107,15024
23668,309,2278,6591
23669,518,1759,49278
23670,518,2689,13617
23671,135,2360,18410
23672,512,2982,18762
23673,221,1155,48001
23674,284,998,22097
23675,483,972,3262
23676,533,1280,36921
23677,213,18,45187
23678,113,2007,3845
23679,14,1777,11033
23680,362,1643,9560
23681,382,1633,25014
23682,245,1213,15381
23683,360,2291,44762
23684,376,29,18513
23685,356,2742,19665
23686,470,2955,21933
23687,271,1895,40968
23688,80,241,24452
23689,369,2504,10331
23690,418,2436,4024
23691,76,2817,35410
23692,393,114,39088
23693,439,2331,10800
23694,489,854,34750
23695,538,1107,15113
23696,38,2691,19027
23697,527,2594,4134
23698,133,118,39580
23699,237,2770,22021
23700,455,990,39754
23701,510,1612,30040
23702,194,1688,40738
23703,375,2123,18586
23704,14,1579,11133
23705,285,403,31921
23706,326,1190,37322
23707,461,693,22724
23708,106,1807,34439
23709,431,1897,25332
23710,478,1474,39114
23711,331,1232,44547
23712,49,2464,148
23713,294,1191,9232
23714,84,2629,26886
23715,15,366,41820
23716,225,2994,45946
23717,205,1155,9253
23718,7,1314,25951
23719,402,2646,41917
23720,315,355,34679
23721,297,2810,45601
23722,473,138,20538
23723,387,1237,38509
23724,84,300,26270
23725,59,486,19964
23726,448,237,43843
23727,175,2464,41573
23728,445,210,25698
23729,360,12,32804
23730,150,663,39384
23731,209,576,4392
23732,485,71,30606
23733,257,2489,49255
23734,350,2354,42102
23735,268,1057,35780
23736,224,2286,20466
23737,473,1301,11994
23738,278,270,37528
23739,188,1168,32482
23740,140,156,38583
23741,474,473,43248
23742,328,1324,23067
23743,346,135,46866
23744,208,651,34755
23745,173,868,20726
23746,75,2028,27573
23747,423,1473,30671
23748,343,2688,17761
23749,491,283,22650
23750,267,295,24873
23751,459,749,16987
23752,112,941,7050
23753,67,2486,48729
23754,342,1285,4650
23755,62,2851,25108
23756,160,78,48243
23757,63,1128,46961
23758,447,807,17525
23759,272,2756,33033
23760,445,231,8111
23761,180,2121,33026
23762,233,330,14512
23763,334,1166,17738
23764,357,1582,33286
23765,518,147,49836
23766,392,691,24271
23767,301,1004,7529
23768,309,82,40070
23769,66,1651,16916
23770,538,1292,9451
23771,168,463,44857
23772,156,1086,24967
23773,517,1525,3722
23774,56,430,29647
23775,321,1758,13526
23776,177,1489,17679
23777,409,795,39020
23778,25,2915,49681
23779,5,562,28727
23780,237,1927,13481
23781,118,2016,32655
23782,453,912,10293
23783,3,265,42065
23784,537,2900,21157
23785,175,492,41411
23786,402,2236,6420
23787,335,1184,31437
23788,23,552,23162
23789,455,1500,35673
23790,72,2938,2799
23791,53,153,10173
23792,453,1424,40100
23793,24,2327,17620
23794,5,1489,6316
23795,466,2568,8642
23796,506,2569,19261
23797,273,1079,34819
23798,16,2558,47590
23799,122,1575,10583
23800,486,2215,15241
23801,116,260,1620
23802,499,1928,17141
23803,530,894,49612
23804,187,2911,24900
23805,521,1254,12436
23806,3,1220,40038
23807,378,2322,35709
23808,389,2200,19852
23809,303,438,9638
23810,396,2269,19963
23811,526,2837,40814
23812,117,2337,10674
23813,452,672,18112
23814,174,1794,4885
23815,162,554,25721
23816,52,1267,10455
23817,438,2893,6877
23818,98,1324,43239
23819,522,1095,19969
23820,13,1250,8712
23821,139,58,19091
23822,393,950,22467
23823,299,2457,41028
23824,412,2756,27975
23825,432,1496,1041
23826,515,2151,25655
23827,266,2070,42689
23828,351,317,515
23829,138,37,45426
23830,330,1281,39450
23831,143,1420,14803
23832,147,1959,24383
23833,218,1609,6590
23834,515,2748,49985
23835,384,1249,38536
23836,208,705,46959
23837,532,2344,49249
23838,429,1646,36877
23839,301,1442,27068
23840,48,2174,1171
23841,485,1008,44118
23842,107,931,37063
23843,517,2816,5020
23844,437,2540,4915
23845,380,2745,38433
23846,31,1285,24168
23847,483,2267,45463
23848,454,2452,19386
23849,32,1312,40217
23850,438,2138,18005
23851,280,2219,23827
23852,164,2804,10344
23853,244,305,29051
23854,293,80,25206
23855,518,1233,44632
23856,219,823,30134
23857,331,54,4090
23858,72,2798,21797
23859,264,1204,46673
23860,132,1736,42877
23861,542,807,36142
23862,536,1435,39717
23863,502,950,47554
23864,457,1325,35746
23865,469,2102,42196
23866,453,445,27516
23867,114,283,19549
23868,41,1044,24757
23869,219,2969,30107
23870,309,2251,20961
23871,237,661,18671
23872,77,2983,47420
23873,300,1632,46554
23874,318,964,26953
23875,385,2820,9185
23876,390,242,37960
23877,118,1721,49305
23878,121,872,18157
23879,202,1827,5168
23880,348,2803,49073
23881,525,1727,4758
23882,296,1921,30276
23883,297,47,9197
23884,201,2413,21286
23885,433,1634,37377
23886,135,2495,46388
23887,78,807,23011
23888,479,1737,37823
23889,538,199,49088
23890,35,1872,41812
23891,160,1559,46879
23892,270,182,46394
23893,29,280,10465
23894,198,1625,7662
23895,222,1631,16469
23896,463,1465,38716
23897,54,2961,3992
23898,33,541,41919
23899,359,2701,44149
23900,464,2312,22816
23901,14,1483,23893
23902,171,1136,2735
23903,520,544,45798
23904,186,338,23713
23905,408,2678,2731
23906,266,2693,9457
23907,56,2254,18021
23908,325,2083,10958
23909,138,1841,29022
23910,334,269,42852
23911,533,2775,31927
23912,361,542,21873
23913,370,2532,37851
23914,15,2195,18971
23915,366,1104,47878
23916,158,1007,23684
23917,505,287,37640
23918,61,1908,28323
23919,169,1214,6974
23920,215,408,918
23921,7,2562,48997
23922,308,2629,23701
23923,178,2447,338
23924,377,1736,25722
23925,52,1342,24041
23926,368,1919,40399
23927,222,218,24164
23928,221,2099,12739
23929,175,2150,5923
23930,347,454,24534
23931,293,1843,35592
23932,46,1474,2030
23933,341,2729,29276
23934,252,1614,33773
23935,256,2802,46081
23936,338,245,26901
23937,511,2745,27335
23938,17,2315,37342
23939,332,1225,36233
23940,513,714,21076
23941,411,2424,7658
23942,75,2919,18349
23943,465,1962,26132
23944,124,1895,10925
23945,443,343,37549
23946,234,1117,41637
23947,182,1829,33565
23948,184,577,1953
23949,234,2471,31400
23950,8,6,27158
23951,447,2868,43856
23952,34,154,46164
23953,78,442,40769
23954,348,1219,9461
23955,255,870,7506
23956,299,375,22006
23957,405,2704,18189
23958,62,1095,6850
23959,153,26,45017
23960,187,2619,7570
23961,174,2771,933
23962,105,1629,22367
23963,431,1047,6510
23964,400,2931,21804
23965,145,2025,2868
23966,219,526,30971
23967,266,1313,33145
23968,244,2131,44307
23969,368,1046,29886
23970,81,1516,36949
23971,508,938,48244
23972,376,2570,26823
23973,310,7,49740
23974,224,2386,47242
23975,63,1639,45848
23976,240,2630,11361
23977,365,1204,28388
23978,449,2795,5224
23979,178,425,33932
23980,427,636,31392
23981,529,2488,34686
23982,410,1558,47124
23983,121,1006,49785
23984,500,1240,26090
23985,352,458,11248
23986,512,689,1322
23987,247,930,19378
23988,31,1533,48425
23989,517,2194,33583
23990,183,211,5199
23991,200,1602,12081
23992,344,1093,39908
23993,24,2243,43743
23994,124,1362,32586
23995,222,3,48665
23996,511,1271,21280
23997,205,1848,14611
23998,512,2468,36805
23999,380,1808,34141
24000,195,1834,28711
24001,235,685,37882
24002,408,2385,4635
24003,117,1659,12709
24004,129,374,25990
24005,191,2069,2071
24006,406,2940,5703
24007,14,462,288
24008,535,2324,17083
24009,101,1592,39409
24010,500,457,11589
24011,286,373,35281
24012,301,1404,4955
24013,449,1808,9883
24014,481,2217,19978
24015,77,1522,14735
24016,194,2401,31433
24017,345,2816,4880
24018,209,2125,18140
24019,120,889,9786
24020,493,263,7122
24021,285,2516,41962
24022,411,590,24765
24023,480,2022,11478
24024,412,1184,15946
24025,296,2595,40995
24026,171,964,10997
24027,504,69,38400
24028,281,2051,30186
24029,227,472,44535
24030,42,2442,22760
24031,198,570,38127
24032,329,990,34616
24033,85,153,39465
24034,2,1527,27086
24035,240,2728,7185
24036,391,2674,19597
24037,423,2401,13038
24038,90,1684,41624
24039,507,2417,40257
24040,6,2608,15723
24041,376,2794,45160
24042,216,587,37582
24043,334,2357,29985
24044,385,265,17091
24045,144,2201,32355
24046,279,1369,41445
24047,105,2343,13058
24048,530,1120,15090
24049,74,1172,27846
24050,253,2383,36047
24051,52,2637,36763
24052,421,1469,18038
24053,424,2394,36075
24054,457,1807,6707
24055,543,2485,32198
24056,267,1281,31763
24057,157,1280,42458
24058,371,147,25536
24059,240,771,46835
24060,276,1509,3255
24061,74,1589,46719
24062,502,1742,24267
24063,212,474,19742
24064,302,479,40434
24065,73,2951,37031
24066,368,2463,49077
24067,101,1612,39168
24068,83,2985,16149
24069,397,1471,38442
24070,111,432,20088
24071,312,2622,29883
24072,512,641,41872
24073,382,2230,34614
24074,484,2522,13288
24075,189,738,19728
24076,24,1457,11943
24077,375,1702,5759
24078,197,1868,20877
24079,132,640,47358
24080,1,1003,6254
24081,219,857,42812
24082,353,887,5589
24083,321,1905,22414
24084,508,776,2826
24085,155,1220,39489
24086,269,1355,19313
24087,78,1771,29393
24088,6,117,27901
24089,355,1819,13810
24090,225,1843,27713
24091,67,1105,38608
24092,75,1777,2643
24093,158,1157,41148
24094,358,1651,28666
24095,110,1336,22393
24096,301,1839,21469
24097,508,1731,4576
24098,523,146,49315
24099,514,1391,8092
24100,502,1872,14100
24101,479,944,25664
24102,343,2173,923
24103,361,480,14826
24104,100,2041,28457
24105,42,1034,4551
24106,355,616,14654
24107,81,2685,14895
24108,191,890,38936
24109,421,471,39038
24110,322,522,44088
24111,346,2105,40182
24112,260,490,151
24113,324,1747,3602
24114,97,1010,30798
24115,510,1832,22742
24116,335,1327,6841
24117,252,2407,21986
24118,318,1249,32927
24119,271,2222,27444
24120,142,1981,24132
24121,328,1961,6428
24122,341,136,20004
24123,56,1699,38422
24124,358,1907,31885
24125,70,2068,38052
24126,475,2439,47276
24127,35,1620,8793
24128,152,1065,18912
24129,223,2133,19727
24130,83,548,7792
24131,305,353,36567
24132,341,1338,20226
24133,251,1727,26530
24134,131,1947,34110
24135,77,1201,7832
24136,514,2805,47651
24137,155,1258,19426
24138,346,404,15551
24139,400,2875,976
24140,98,733,39066
24141,175,627,25088
24142,66,936,16750
24143,368,1194,7963
24144,102,474,23245
24145,457,1688,36163
24146,520,899,23011
24147,62,1303,13314
24148,40,2816,10358
24149,310,2203,36470
24150,32,717,32895
24151,215,735,38851
24152,51,2260,31238
24153,166,2053,36127
24154,221,115,29140
24155,428,348,46870
24156,288,1552,37576
24157,182,102,46860
24158,383,2922,45001
24159,475,2038,1730
24160,307,2188,49279
24161,404,757,18871
24162,421,1387,22240
24163,316,1266,1283
24164,381,1589,9435
24165,339,1154,33884
24166,227,2690,3457
24167,258,1887,17159
24168,303,810,25661
24169,124,557,229
24170,421,89,14224
24171,272,1651,13636
24172,336,1313,39455
24173,93,2392,28852
24174,316,2915,27232
24175,339,1227,7459
24176,26,1569,6971
24177,511,2739,18860
24178,423,121,36184
24179,426,1985,7194
24180,159,1092,14747
24181,436,388,564
24182,366,1419,7741
24183,442,862,15006
24184,415,927,9540
24185,28,1804,25503
24186,310,938,48945
24187,101,2264,17357
24188,82,1079,8957
24189,219,702,12811
24190,9,95,29894
24191,117,2450,22920
24192,37,1793,2130
24193,217,1646,16885
24194,106,858,23472
24195,349,2582,21861
24196,190,1764,27468
24197,54,1396,48546
24198,517,2639,6260
24199,184,1190,26962
24200,115,1641,6292
24201,55,2288,32946
24202,371,1688,7332
24203,480,1926,12909
24204,485,1659,9140
24205,169,2810,40067
24206,407,2788,30294
24207,145,211,38223
24208,250,10,41854
24209,310,2868,24110
24210,483,2129,14155
24211,277,269,41308
24212,428,687,2075
24213,382,559,45690
24214,105,1395,23859
24215,350,2266,12175
24216,330,705,40281
24217,63,2798,42338
24218,238,2243,20743
24219,246,1719,27045
24220,339,1911,46579
24221,292,596,48328
24222,531,1548,39516
24223,543,2782,23921
24224,236,782,20248
24225,7,208,501
24226,499,1420,15252
24227,482,2352,8172
24228,16,155,29300
24229,36,452,41209
24230,249,1365,37023
24231,61,566,13200
24232,174,2195,23523
24233,326,2673,37989
24234,504,2635,18969
24235,299,1587,10688
24236,225,1488,48363
24237,335,1901,46035
24238,198,390,43434
24239,217,2282,11985
24240,20,1698,39704
24241,450,214,29570
24242,88,1535,32362
24243,388,1992,22392
24244,171,1725,26624
24245,323,2697,10439
24246,307,2792,3736
24247,60,609,37359
24248,221,2098,13760
24249,328,1986,11947
24250,368,440,47747
24251,462,2667,9298
24252,60,295,37183
24253,87,97,9768
24254,195,891,16699
24255,47,2773,38714
24256,285,728,46980
24257,234,1666,22185
24258,3,1635,41515
24259,527,2118,5026
24260,398,1436,27645
24261,413,1040,49474
24262,498,1025,12124
24263,13,1782,47294
24264,300,1000,47433
24265,90,1007,4435
24266,10,242,3713
24267,20,808,4222
24268,17,1939,25660
24269,273,1838,28824
24270,75,7,12764
24271,454,1849,29301
24272,486,2853,13625
24273,285,1757,26259
24274,327,2660,18854
24275,448,1640,8613
24276,534,1514,37919
24277,220,152,43294
24278,4,2078,22526
24279,525,1907,38044
24280,98,1962,16301
24281,152,2082,33579
24282,507,616,36567
24283,195,651,36705
24284,269,335,26408
24285,234,2790,21490
24286,203,1063,27794
24287,351,1260,16340
24288,457,2628,36596
24289,255,610,26318
24290,315,1365,702
24291,396,2057,31734
24292,229,2514,28601
24293,97,171,18775
24294,42,2747,32283
24295,220,198,45315
24296,403,1750,5174
24297,4,1079,4651
24298,412,413,45143
24299,203,1961,5395
24300,137,2474,3237
24301,265,625,49103
24302,359,1164,7615
24303,495,825,28099
24304,69,628,38886
24305,468,2706,41681
24306,149,2882,12380
24307,176,2959,47152
24308,129,1439,26462
24309,100,2292,7116
24310,230,1867,34819
24311,276,754,4373
24312,165,791,41596
24313,1,2261,30926
24314,327,2970,23037
24315,310,592,22074
24316,236,1575,41049
24317,83,2988,2821
24318,131,1227,15442
24319,188,2354,20114
24320,24,1315,49487
24321,150,2549,11953
24322,124,366,3029
24323,412,1126,2073
24324,43,697,2524
24325,462,1037,31019
24326,403,2831,34253
24327,183,1157,37559
24328,48,603,6370
24329,528,847,47997
24330,342,702,35348
24331,108,1911,35055
24332,302,2450,12874
24333,473,1601,48767
24334,230,243,41569
24335,193,1969,38482
24336,509,357,18607
24337,409,608,48869
24338,504,851,22811
24339,405,2474,41370
24340,310,2028,29176
24341,43,1054,44989
24342,75,894,14834
24343,69,907,30533
24344,242,2284,17685
24345,126,2776,3217
24346,204,2095,1375
24347,94,1156,31387
24348,251,1571,36482
24349,417,1959,21788
24350,419,727,5760
24351,253,2369,8511
24352,416,692,29977
24353,384,1443,25159
24354,175,512,37789
24355,461,2,49859
24356,98,450,29604
24357,314,1195,25782
24358,73,776,19724
24359,14,2658,23781
24360,179,2487,37216
24361,12,1957,36297
24362,113,426,31132
24363,324,475,39263
24364,51,1826,8686
24365,493,1462,4036
24366,48,1054,43116
24367,316,2837,31664
24368,211,1419,11529
24369,135,1741,33535
24370,55,1530,17511
24371,6,44,32441
24372,250,2718,30168
24373,388,835,10178
24374,161,1039,41539
24375,534,1473,38104
24376,539,1099,41299
24377,127,126,47862
24378,4,323,49636
24379,257,2946,23741
24380,462,1689,8401
24381,239,1137,39747
24382,519,1968,42754
24383,328,558,11651
24384,75,2649,16888
24385,122,699,20678
24386,475,2121,3578
24387,325,1970,16405
24388,61,2198,23225
24389,409,803,6203
24390,127,2958,10183
24391,69,22,45202
24392,479,551,3357
24393,530,2963,6319
24394,115,165,33477
24395,350,2117,513
24396,506,958,27220
24397,503,1740,33451
24398,167,1659,17811
24399,306,386,41890
24400,24,1854,35218
24401,488,443,27446
24402,270,1274,6459
24403,342,1692,34426
24404,142,107,34961
24405,495,2835,42932
24406,230,1111,11929
24407,315,2528,4694
24408,85,195,29012
24409,509,1451,39698
24410,333,1900,8833
24411,68,2249,34989
24412,255,1238,43333
24413,532,2039,32841
24414,123,2158,49905
24415,536,1834,34854
24416,197,108,23402
24417,413,896,26598
24418,362,675,40253
24419,88,259,26194
24420,241,1887,26669
24421,434,1102,6298
24422,85,2636,955
24423,294,298,45138
24424,321,2676,3509
24425,440,2797,11140
24426,213,2625,47095
24427,395,828,222
24428,285,48,25582
24429,430,279,7855
24430,320,2335,20209
24431,429,1720,29625
24432,220,162,48464
24433,135,2792,42002
24434,43,1960,41567
24435,345,51,31444
24436,466,2347,2307
24437,100,2691,35004
24438,176,1752,24708
24439,453,1193,26033
24440,301,2488,22107
24441,392,2599,42157
24442,231,2316,4054
24443,292,468,26393
24444,528,1995,8797
24445,458,1558,16474
24446,397,604,22620
24447,325,575,12157
24448,151,772,45636
24449,362,142,13479
24450,198,1915,23232
24451,346,2104,5788
24452,268,1896,31616
24453,329,206,8640
24454,343,2947,38541
24455,171,204,17959
24456,33,2398,44055
24457,434,1358,29764
24458,281,521,29217
24459,44,1997,19060
24460,383,1730,31477
24461,285,59,3734
24462,197,1746,18694
24463,23,2873,1871
24464,152,1223,36476
24465,264,2548,21996
24466,381,1322,22459
24467,226,1923,40413
24468,133,1669,42049
24469,29,1037,3773
24470,110,1536,21752
24471,294,634,5301
24472,474,581,40148
24473,320,2345,45184
24474,260,1670,32007
